מזהה,SettlementName,SettlementCode,District,SubDistrict,NaturalArea,MunicipalStatus,Metropolin,SettlementReligion,pop2013,JewsAndOthers,Jews,Arabs,FoundationYear,SettlementForm,Organization,AvarageHeight,EnglishName,PlanningCommittee,PoliceZone,X_ITM,Y_ITM,X_GEO,Y_GEO,yesod
867,נוקדים,3726,7,76,,76,445,1,1708,1.7,1.7,,1982,370,11,587,Noqedim,714,4352,223170,617020,35.243588045882,31.6455845669801,381362400000
868,נורדייה,447,4,41,411,18,141,1,2002,2,2,,1948,192,9,50,Nordiyya,412,5120,190460,691310,34.8965224875786,32.3151714558602,-691639200000
869,נורית,833,2,23,232,8,,,,,,,,510,,130,Nurit,204,1420,234040,716290,35.3596897127925,32.5407078190619,-2206318840000
870,נחושה,59,1,11,112,26,444,1,1018,1,1,,1982,310,2,409,Nehusha,151,7004,195710,615340,34.9541380673891,31.6301941204374,381362400000
871,נחל עוז,844,6,61,614,37,,1,359,0.4,0.3,,1951,330,15,70,Nahal Oz,653,3482,152270,598070,34.4974519958156,31.4727343367943,-596944800000
872,נחלה,2045,6,61,611,35,,1,512,0.5,0.5,,1953,310,1,122,Nahala,632,3820,180610,618480,34.7948544700067,31.6581006909073,-533786400000
873,נחליאל,3767,7,74,,73,,1,548,0.5,0.5,,1984,370,8,575,Nahali'el,711,4354,213330,653460,35.1396229601033,31.9742033188047,444434400000
874,נחלים,449,4,42,422,25,142,1,1671,1.7,1.7,,1948,310,2,49,Nehalim,424,5130,191860,662910,34.9122083087574,32.0591038654468,-691639200000
875,נחם,809,1,11,112,26,444,1,502,0.5,0.5,,1950,310,2,251,Naham,151,7004,200410,630430,35.0033851691881,31.7663702812292,-628480800000
876,נחף,522,2,24,242,99,,2,11695,,,11.7,,270,,317,Nahef,260,1310,229990,759990,35.317069866131,32.9347975312671,-2206318840000
877,נחשולים,433,3,32,321,15,243,1,597,0.6,0.6,,1948,330,15,5,Nahsholim,303,1181,192820,724390,34.9206495200831,32.6135230845012,-691639200000
878,נחשון,777,1,11,112,26,,1,475,0.5,0.5,,1950,330,15,175,Nahshon,151,7004,195900,637620,34.9556044805581,31.8311278188405,-628480800000
879,נחשונים,705,4,42,422,20,142,1,328,0.3,0.3,,1949,330,15,89,Nahshonim,417,5160,195320,663130,34.9488418799837,32.0611669698072,-660016800000
880,נטועה,1147,2,24,244,52,,1,295,0.3,0.3,,1966,310,1,645,Netu'a,255,1320,230570,774390,35.3234457591229,33.0646314304057,-123559200000
881,נטור,4014,2,29,294,71,,1,365,0.4,0.4,,1980,310,,423,Natur,219,1270,270810,751060,35.7530328453108,32.8531254212276,318204000000
882,נטע,1369,6,61,612,50,,1,336,0.3,0.3,,2012,370,11,425,Neta,634,3820,193040,598500,34.9264456515837,31.4782622922366,1328047200000
883,נטעים,174,4,44,442,27,143,1,586,0.6,0.6,,1932,310,1,50,Neta'im,456,5210,178910,650270,34.7756088168849,31.9447280993927,-1196560800000
884,נטף,1254,1,11,111,26,444,1,345,0.3,0.3,,1982,370,19,509,Nataf,151,6129,206500,637690,35.0675743580746,31.8319287505429,381362400000
885,ניין,523,2,23,233,66,,2,1727,,,1.7,,450,,229,Nein,251,1420,232980,726320,35.3485500944914,32.6311640591663,-2206318840000
886,"ניל""י",3655,7,74,,73,145,1,1076,1.1,1.1,,1981,370,11,332,Nili,711,4354,204520,652280,35.0464343439231,31.9634801796834,349826400000
887,ניצן,351,6,61,614,36,,1,1309,1.3,1.3,,1949,350,,39,Nizzan,633,3810,165050,627600,34.6302947018932,31.7397136215866,-660016800000
888,ניצן ב',1419,6,61,614,36,,1,1664,1.7,1.7,,2007,350,,37,Nizzan B,633,3810,165640,627210,34.6365420868138,31.7362244865361,1170280800000
889,ניצנה (קהילת חינוך),1195,6,62,626,48,,1,73,0.1,,,1980,340,,226,Nizzana (Qehilat Hinuh),620,3450,144590,533070,34.4214817552863,30.8860664222245,318204000000
890,ניצני סיני,1280,6,62,626,48,,1,255,0.3,0.2,,1986,310,1,233,Nizzane Sinay,620,3450,142290,535140,34.3972736731262,30.9045875037014,507592800000
891,ניצני עוז,851,4,41,412,18,141,1,1069,1.1,1.1,,1951,310,1,43,Nizzane Oz,412,5150,200570,690250,35.0039020581517,32.3058290214135,-596944800000
892,ניצנים,359,6,61,614,36,,1,391,0.4,0.4,,1943,330,6,35,Nizzanim,633,3830,165420,625120,34.6343360285177,31.7173664297164,-849405600000
893,ניר אליהו,808,4,42,421,20,141,1,378,0.4,0.4,,1950,330,15,61,Nir Eliyyahu,417,5140,195360,678220,34.9488864829839,32.1972467490803,-628480800000
894,ניר בנים,553,6,61,611,33,143,1,688,0.7,0.7,,1954,310,1,85,Nir Banim,616,3830,176820,620010,34.754828513203,31.6717641999245,-502250400000
895,ניר גלים,720,4,44,441,29,143,1,1265,1.2,1.2,,1949,320,2,21,Nir Gallim,456,3870,170050,636990,34.6825817719207,31.8246196717606,-660016800000
896,ניר דוד (תל עמל),256,2,23,231,7,,1,644,0.6,0.6,,1936,330,15,-103,Nir Dawid (Tel Amal),202,1430,243040,712290,35.4553991134288,32.5044839545625,-1070330400000
897,"ניר ח""ן",11,6,61,612,50,,1,481,0.5,0.5,,1955,310,1,104,Nir Hen,634,3820,172980,613040,34.7146656772417,31.6087577338498,-470714400000
898,ניר יפה,165,2,23,234,8,,1,643,0.6,0.6,,1956,310,1,63,Nir Yafe,204,1420,223280,719420,35.2451559523397,32.5690212528529,-439178400000
899,ניר יצחק,402,6,62,622,38,,1,620,0.6,0.6,,1949,330,15,91,Nir Yizhaq,653,3430,138780,572100,34.3576135725373,31.2376740844687,-660016800000
900,ניר ישראל,699,6,61,614,36,,1,826,0.8,0.8,,1949,310,6,41,Nir Yisra'el,633,3830,165600,621780,34.6364185708709,31.6872545435865,-660016800000
901,ניר משה,2047,6,62,621,42,,1,533,0.5,0.5,,1953,310,1,139,Nir Moshe,653,3482,164950,598520,34.6308494296443,31.4774597441784,-533786400000
902,ניר עוז,69,6,62,622,38,,1,383,0.4,0.4,,1955,330,15,106,Nir Oz,653,3430,143070,580180,34.4020233893042,31.310830060766,-470714400000
903,ניר עם,348,6,61,614,37,,1,453,0.5,0.4,,1943,330,15,116,Nir Am,653,3840,160130,603240,34.5798465898991,31.5197887145702,-849405600000
904,ניר עציון,769,3,32,322,15,243,1,846,0.8,0.8,,1950,320,3,211,Nir Ezyon,303,1181,199410,733900,34.9906561541772,32.6994146282695,-628480800000
905,ניר עקיבא,2048,6,62,621,42,,1,664,0.7,0.7,,1953,310,1,153,Nir Aqiva,653,3482,166440,597670,34.6465740091775,31.4698633711843,-533786400000
906,ניר צבי,331,4,43,432,40,133,1,1229,1.2,1.2,,1954,310,10,58,Nir Zevi,425,5220,187160,651110,34.862833491976,31.9525678417354,-502250400000
907,נירים,602,6,62,622,38,,1,345,0.3,0.3,,1949,330,15,109,Nirim,653,3430,142410,582970,34.3948756271847,31.3359471906938,-660016800000
908,נירית,1236,4,42,421,20,142,1,1213,1.2,1.2,,1982,370,13,109,Nirit,417,5150,198750,672620,34.9849596586307,32.1468146878811,381362400000
909,נירן,3620,7,75,,75,,1,71,0.1,0.1,,1977,330,15,-182,Niran,712,4164,243230,652700,35.4559359834631,31.9671168318953,223596000000
910,נמל תעופה בן-גוריון,1748,4,43,432,100,132,,,,,,,520,,,,424,5360,189330,657020,34.8856014590574,32.0059237942846,-2206318840000
911,נס הרים,825,1,11,111,26,444,1,1088,1.1,1.1,,1950,310,1,683,Nes Harim,151,7004,205610,628070,35.0583094142002,31.745161608868,-628480800000
912,נס עמים,1143,2,24,245,4,,,,,,,,510,,26,Nes Ammim,201,1350,211600,763460,35.1204042326362,32.9661081296988,-2206318840000
913,נס ציונה,7200,4,44,442,0,133,1,44779,44.7,44,,1883,160,,39,Nes Ziyyona,407,5210,181030,648250,34.7981101373437,31.9265855430876,-2742776440000
914,נעורים,186,4,41,411,16,141,1,301,0.3,0.2,,1953,340,,20,Ne'urim,409,5120,187230,697850,34.8620012139386,32.3740572001448,-533786400000
915,נעלה,3787,7,74,,73,145,1,1324,1.3,1.3,,1988,350,,397,Na'ale,711,4354,206200,652210,35.0642070560794,31.962869777532,570664800000
916,"נעמ""ה",3713,7,75,,75,,1,100,0.1,0.1,,1982,310,1,-193,Na'ama,712,4164,244310,646000,35.4671890782984,31.9066724707491,381362400000
917,נען,158,4,43,432,30,143,1,1461,1.5,1.4,,1930,330,15,90,Na'an,426,5230,186650,643450,34.8576984074767,31.8834749847256,-1259632800000
918,נצאצרה (שבט),1041,6,62,623,100,,3,,,,,,460,,,,699,3481,210000,570000,35.105193495746,31.2214837757707,-2206318840000
919,נצר חזני,1372,4,44,441,31,143,1,200,0.2,0.2,,2010,310,2,96,Nezer Hazzani                                     ,456,5230,187140,636540,34.8631068449533,31.8211736234305,1264975200000
920,נצר סרני,435,4,43,432,30,143,1,682,0.7,0.7,,1948,330,15,64,Nezer Sereni,426,5220,183490,647860,34.824136618879,31.9231490480446,-691639200000
921,נצרת,7300,2,25,237,0,,2,74363,,,74.2,,250,,347,Nazareth,211,1410,227940,734150,35.2949136121981,32.7018183625339,-2206318840000
922,נצרת עילית,1061,2,25,237,0,,4,40460,32.2,26.7,8.3,1957,160,,327,Nazerat Illit,212,1460,230500,734790,35.3222227366468,32.7075666134217,-407556000000
923,נשר,2500,3,31,311,0,223,1,23319,23.1,20.9,,1925,160,,155,Nesher,355,1160,204260,741620,35.0422522312961,32.7691034035679,-1417399200000
924,נתיב הגדוד,3555,7,75,,75,,1,170,0.2,0.2,,1976,310,1,-220,Netiv HaGedud,712,4164,242140,655100,35.4444614527965,31.9887824722283,191973600000
925,"נתיב הל""ה",693,1,11,112,26,444,1,580,0.6,0.6,,1949,330,15,299,Netiv HaLamed-He,151,7004,198410,621740,34.982460216115,31.6879651951272,-660016800000
926,נתיב העשרה,1242,6,61,614,36,,1,751,0.7,0.7,,1982,310,1,60,Netiv HaAsara,633,3840,156340,609060,34.5395755368097,31.5720732313889,381362400000
927,נתיב השיירה,792,2,24,245,4,,1,487,0.5,0.5,,1950,310,1,43,Netiv HaShayyara,201,1350,213020,766550,35.1355713843356,32.9939789715785,-628480800000
928,נתיבות,246,6,62,621,0,,1,29529,29.5,28.4,,1956,160,,130,Netivot,609,3482,160630,592310,34.5857589605641,31.421244099695,-439178400000
929,נתניה,7400,4,41,411,0,141,1,196978,196.6,182.4,,1929,140,,28,Netanya,408,5110,187260,691450,34.8625370782012,32.3163464404402,-1291168800000
930,סאג'ור,525,2,24,242,99,,2,3943,,,3.9,,290,,344,Sajur,260,1310,232400,760800,35.3428502346579,32.9420751894609,-2206318840000
931,סאסא,578,2,21,212,1,,1,397,0.4,0.4,,1949,330,15,830,Sasa,253,1230,237220,770230,35.3945745422272,33.0270343103148,-660016800000
932,סביון*,587,4,42,422,99,132,1,3469,3.5,3.4,,1951,190,,56,Savyon,455,2370,188590,661570,34.877624283554,32.0469353668653,-596944800000
933,סגולה,2046,6,61,611,35,,1,655,0.7,0.6,,1953,310,1,99,Segulla,632,3820,179230,619790,34.7802508660817,31.6698671781871,-533786400000
934,סואעד (חמרייה),942,2,24,241,9,242,2,138,,,0.1,,450,,150,Sawa'id(Hamriyye),254,1340,214830,743640,35.1550524675913,32.7874129077696,-2206318840000
935,סואעד (כמאנה) (שבט),989,2,24,242,100,,3,,,,,,460,,,,299,1310,232030,756990,35.3388417176062,32.9077257130843,-2206318840000
936,סולם,526,2,23,234,66,,2,2363,,,2.4,,290,,118,Sulam,251,1420,231660,723520,35.33444731825,32.6059312929935,-2206318840000
937,סוסיה,3756,7,77,,78,,1,978,1,1,,1983,370,11,797,Suseya,715,4352,210870,588900,35.1141618113713,31.3919508249158,412898400000
938,סופה,1238,6,62,622,38,,1,251,0.3,0.2,,1975,330,15,85,Sufa,653,3430,137300,572060,34.342083427575,31.2372101215086,160437600000
939,סח'נין,7500,2,24,241,0,,2,28136,,,28.1,,260,,223,Sakhnin,262,1360,228250,752190,35.2983905414571,32.864481927026,-2206318840000
940,סייד (שבט),1170,6,62,623,100,,3,,,,,,460,,,,699,3481,192200,577600,34.9181781447075,31.2897487445563,-2206318840000
941,סלמה,1245,2,24,242,56,,2,2917,,,2.9,,290,,187,Sallama,205,1360,234800,755320,35.3684232122968,32.8926323653444,-2206318840000
942,סלעית,3567,7,73,,72,145,1,558,0.6,0.6,,1977,310,9,252,Sal'it,710,4164,204900,683210,35.0499855566573,32.2424092622416,223596000000
943,סמר,1156,6,62,625,53,,1,271,0.3,0.2,,1976,330,15,94,Samar,608,3460,201870,416000,35.0224757783397,29.8322917329306,191973600000
944,סנסנה,3777,7,77,,78,,1,245,0.2,0.2,,2013,370,11,530,Sansana,715,4352,190780,585740,34.9030310307254,31.3631286903115,1359669600000
945,סעד,419,6,62,621,39,,1,765,0.8,0.8,,1947,330,3,102,Sa'ad,653,3482,155730,597790,34.5338765491882,31.4704050665954,-723175200000
946,סער,454,2,24,245,4,241,1,705,0.7,0.7,,1948,330,15,20,Sa'ar,201,1350,210560,770440,35.1092125135618,33.0290363822772,-691639200000
947,ספיר,1176,6,62,625,54,,1,357,0.4,0.3,,1979,350,,-10,Sappir,657,3450,217580,502570,35.1848688395837,30.6133274631558,286668000000
948,סתרייה,610,4,43,432,30,143,1,1010,1,1,,1949,310,1,80,Sitriyya,426,5230,185410,644200,34.8445664259115,31.8902021281205,-660016800000
949,ע'ג'ר,4501,2,29,292,99,,2,2361,,,2.4,,290,,282,Ghajar,256,1210,258640,797280,35.6250054484375,33.2703626308844,-2206318840000
950,עבדון,892,2,24,244,52,,1,553,0.5,0.5,,1952,310,1,166,Avdon,255,1350,217210,772530,35.1803884353868,33.0479150854908,-565408800000
951,עברון,376,2,24,245,4,241,1,736,0.7,0.7,,1945,330,15,26,Evron,201,1350,209700,766290,35.1000512354919,32.9916100027294,-786247200000
952,עגור,794,1,11,112,26,,1,491,0.5,0.5,,1950,310,1,218,Agur,151,7004,191750,622830,34.9121865788571,31.6976537234132,-628480800000
953,עד הלום,1762,6,61,611,33,143,,,,,,,520,,,,616,3870,168140,630040,34.6627736967488,31.7618603630965,-2206318840000
954,עדי,1199,2,24,241,9,242,1,1734,1.7,1.7,,1980,370,7,167,Adi,254,1340,216560,743070,35.1735217909154,32.7822791495205,318204000000
955,עדנים,2035,4,42,421,20,142,1,473,0.5,0.5,,1950,310,1,24,Adanim,417,5140,191220,671880,34.9051675515887,32.139977999647,-628480800000
956,עוזה,826,6,61,612,34,,1,438,0.4,0.4,,1950,310,2,140,Uza,631,3820,177680,611290,34.7642676081364,31.5931558232469,-628480800000
957,עוזייר,528,2,25,237,65,,2,2928,,,2.9,,290,,174,Uzeir,251,1410,230780,743960,35.3253206873862,32.7902496935619,-2206318840000
958,עולש,737,4,41,412,16,141,1,1051,1.1,1,,1949,310,1,36,Olesh,409,5120,198860,693170,34.9856820505922,32.3321301953147,-660016800000
959,עומר,666,6,62,623,99,342,1,7273,7.2,7.1,,1949,180,,331,Omer,614,3481,185710,575230,34.8500979652077,31.2682039204515,-660016800000
960,עופר,810,3,32,322,15,243,1,631,0.6,0.6,,1950,310,1,148,Ofer,303,1181,198580,725340,34.9819959992688,32.6222130140928,-628480800000
961,עוצם,32,6,61,612,50,,1,536,0.5,0.5,,1955,310,1,88,Ozem,634,3820,171970,616160,34.703871958423,31.6368535354174,-470714400000
962,עוקבי (בנו עוקבה) (שבט),957,6,62,623,100,,3,,,,,,460,,,,699,3481,192000,577000,34.9160941366043,31.2843326543542,-2206318840000
963,עזוז,328,6,62,626,48,,1,75,0.1,0.1,,1984,370,19,331,Ezuz,620,3450,149420,522640,34.4727045169144,30.7922940503765,444434400000
964,עזר,1149,6,61,611,33,143,1,860,0.9,0.9,,1966,350,,32,Ezer,616,3830,168920,627250,34.6711508108567,31.7367347143238,-123559200000
965,עזריאל,837,4,41,411,18,141,1,793,0.8,0.8,,1951,310,2,53,Azri'el,412,5120,197420,685440,34.9705667923792,32.2623967414894,-596944800000
966,עזריה,711,4,43,432,30,143,1,1110,1.1,1.1,,1949,310,1,96,Azarya,426,5220,191540,644200,34.9093599680717,31.8903690216554,-660016800000
967,עזריקם,817,6,61,611,33,143,1,1301,1.3,1.3,,1950,310,1,39,Azriqam,616,3830,171380,628800,34.6970329685914,31.7508187379941,-628480800000
968,עטאוונה (שבט),969,6,62,623,100,,3,,,,,,460,,,,699,3481,193200,576900,34.9286988876472,31.2834584129654,-2206318840000
969,עטרת,3658,7,74,,73,,1,803,0.8,0.8,,1981,370,11,698,Ateret,711,4354,216780,656580,35.1761142497238,32.0023532008142,349826400000
970,עידן,1175,6,62,625,54,,1,347,0.3,0.3,,1980,310,1,-203,Iddan,657,3450,229740,523770,35.3118944850494,30.8045064573019,318204000000
971,עיילבון,530,2,22,222,99,,2,5328,,,5.2,,280,,172,Eilabun,251,1240,237900,749100,35.4014301983565,32.8365000052303,-2206318840000
972,עיינות,156,4,44,442,27,143,1,251,0.2,0.2,,1930,340,,24,Ayanot,456,5230,178160,647040,34.7678144781431,31.9155731515873,-1259632800000
973,עילוט,511,2,25,237,99,,2,7292,,,7.3,,280,,274,Ilut,257,1410,224780,735870,35.2612230671173,32.7173475241285,-2206318840000
974,עין איילה,687,3,32,321,15,243,1,1139,1.1,1.1,,1949,310,1,18,En Ayyala,303,1181,195230,726120,34.9462811089833,32.6291780736403,-660016800000
975,עין אל-אסד,546,2,24,243,2,,2,863,,,0.9,,450,,535,Ein Al-Asad,209,1310,237680,760640,35.399308115715,32.9405572074284,-2206318840000
976,עין גב,273,2,22,221,6,,1,626,0.6,0.6,,1937,330,15,-201,En Gev,214,1240,260170,743200,35.6390271305343,32.7827011775995,-1038708000000
977,עין גדי,2042,6,62,624,51,,1,523,0.5,0.5,,1953,330,15,-304,En Gedi,656,3480,236590,595620,35.3846938500876,31.4524627336186,-533786400000
978,עין דור,436,2,23,233,9,,1,868,0.9,0.8,,1948,330,15,124,En Dor,254,1420,239350,729120,35.4164899038188,32.6563157041958,-691639200000
979,עין הבשור,1240,6,62,622,38,,1,1074,1.1,1,,1982,310,1,120,En HaBesor,653,3430,146890,576890,34.4423869163267,31.281404339621,381362400000
980,עין הוד,74,3,32,322,15,243,1,586,0.6,0.6,,1954,370,19,131,En Hod,303,1181,198700,733960,34.9830831523408,32.6999425186756,-502250400000
981,עין החורש,167,4,41,411,16,141,1,745,0.7,0.7,,1931,330,15,21,En HaHoresh,409,5120,194540,699120,34.9396429766436,32.3856963672616,-1228096800000
982,עין המפרץ,289,2,24,246,4,241,1,1188,1.2,1.2,,1938,330,15,2,En HaMifraz,201,1330,209360,756500,35.0965207170708,32.9033332149578,-1007172000000
983,"עין הנצי""ב",383,2,23,231,7,,1,614,0.6,0.6,,1946,330,3,-146,En HaNaziv,202,1430,247380,708510,35.501469902362,32.4702980394254,-754711200000
984,עין העמק,367,2,23,236,13,,1,717,0.7,0.7,,1944,350,,240,En HaEmeq,254,1420,208220,726050,35.0847035459264,32.6287551091833,-817869600000
985,עין השופט,270,2,23,236,13,,1,829,0.8,0.8,,1937,330,15,262,En HaShofet,254,1420,209680,722400,35.10029937661,32.5958561774164,-1038708000000
986,עין השלושה,676,6,62,622,38,,1,405,0.4,0.4,,1950,330,6,100,En HaShelosha,653,3430,143060,584680,34.4015739539532,31.3514110922497,-628480800000
987,עין ורד,157,4,41,411,18,141,1,1420,1.4,1.4,,1930,310,1,63,En Wered,412,5120,193780,685680,34.9319294532208,32.2644835569492,-1259632800000
988,עין זיוון,4503,2,29,292,71,,1,252,0.3,0.2,,1968,330,15,961,En Ziwan,219,1270,274680,778070,35.7959944542916,33.0964653635217,-60487200000
989,עין חוד,1320,3,32,322,15,243,2,262,,,0.3,,450,,236,Ein Hod,303,1181,200250,733020,34.9996323058179,32.6914945763735,-2206318840000
990,עין חצבה,1053,6,62,625,51,,,,,,,,510,10,-165,En Hazeva,656,3450,224570,524430,35.2578746698777,30.8104930694718,-2206318840000
991,עין חרוד (איחוד),89,2,23,232,8,,1,552,0.6,0.5,,1921,330,15,42,En Harod (Ihud),204,1420,236990,718830,35.3911414992868,32.5635689533072,-1543629600000
992,עין חרוד (מאוחד),82,2,23,232,8,,1,724,0.7,0.7,,1921,330,15,-9,En Harod(Me'uhad),204,1420,237020,718250,35.3914500950765,32.55833847577,-1543629600000
993,עין יהב,806,6,62,625,54,,1,683,0.7,0.7,,1951,310,1,-75,En Yahav,657,3450,222680,507550,35.2380711244144,30.658244219574,-596944800000
994,עין יעקב,813,2,24,243,52,,1,959,1,0.9,,1950,310,1,419,En Ya'aqov,255,1320,221790,768260,35.2294119682188,33.0094139292919,-628480800000
995,"עין כרם-בי""ס חקלאי",1056,1,11,111,26,444,1,147,0.1,0.1,,1952,340,,574,En Karem-B.S.Haqla'i,151,6130,214580,631720,35.1529565839099,31.7781522287477,-565408800000
996,עין כרמל,426,3,32,321,15,243,1,842,0.8,0.8,,1947,330,15,22,En Karmel,303,1181,195890,731420,34.9531804295408,32.6769828251252,-723175200000
997,עין מאהל,532,2,25,237,99,,2,12065,,,12.1,,270,,404,Ein Mahel,257,1460,233370,736450,35.3528570447521,32.7225024122478,-2206318840000
998,עין נקובא,521,1,11,111,26,444,2,2822,,,2.8,,290,,618,Ein Naqquba,151,6129,211440,633390,35.1197929484795,31.7931952416124,-2206318840000
999,עין עירון,223,3,32,324,14,,1,555,0.6,0.6,,1934,310,1,61,En Iron,351,1180,201160,709960,35.0097858370421,32.4835733423636,-1133402400000
1000,עין צורים,622,6,61,611,34,,1,921,0.9,0.9,,1949,330,3,52,En Zurim,631,3830,173510,622700,34.7197988977686,31.6958954633031,-660016800000
1001,עין קנייא,4502,2,29,291,99,,2,1892,,,1.9,,450,,795,Ein Qiniyye,256,1270,268590,793610,35.7315988027731,33.2368671044585,-2206318840000
1002,עין ראפה,514,1,11,111,26,444,2,1062,,,1.1,,450,,602,Ein Rafa,151,6129,210980,633060,35.1149386712139,31.7902158566285,-2206318840000
1003,עין שמר,139,3,32,324,14,,1,554,0.6,0.5,,1927,330,15,43,En Shemer,351,1180,200910,707740,35.0071697871537,32.4635506510904,-1354327200000
1004,עין שריד,880,4,41,411,18,141,1,1495,1.5,1.5,,1950,350,,63,En Sarid,412,5120,194120,686700,34.9355107874938,32.2736892528091,-628480800000
